,location,size,total_sqft,bath,price
2310,Electronic,2,919.0,2.0,40.0
2311,Electronic,3,1500.0,2.0,78.25
2312,Electronic,2,1031.0,2.0,55.0
2313,Electronic,2,1363.0,2.0,79.0
2314,Electronic,2,1156.0,2.0,42.0
2315,Electronic,2,1253.0,2.0,65.8
2316,Electronic,3,1400.0,2.0,40.44
2317,Electronic,2,1020.0,2.0,29.46
2318,Electronic,2,1108.0,2.0,67.15
2319,Electronic,2,1160.0,2.0,33.5
2320,Electronic,2,1128.0,2.0,65.7
2321,Electronic,2,1170.0,2.0,33.0
2322,Electronic,2,1160.0,2.0,33.5
2323,Electronic,2,1060.0,2.0,51.0
2324,Electronic,3,975.0,2.0,45.0
2325,Electronic,3,1410.0,2.0,38.0
2326,Electronic,4,6000.0,4.0,260.0
2327,Electronic,2,1116.0,2.0,37.0
2328,Electronic,3,1650.0,3.0,100.0
2329,Electronic,2,1020.0,2.0,29.45
2330,Electronic,2,1025.0,2.0,49.0
2331,Electronic,2,1000.0,2.0,29.7
2332,Electronic,3,1449.0,3.0,90.0
2333,Electronic,2,1065.0,2.0,30.75
2334,Electronic,2,1070.0,2.0,58.0
2335,Electronic,2,1125.0,2.0,29.25
2336,Electronic,2,1210.0,2.0,54.0
2337,Electronic,3,1500.0,2.0,75.0
2338,Electronic,3,1033.0,2.0,28.41
2339,Electronic,2,1070.0,2.0,52.0
2340,Electronic,4,2435.0,4.0,119.0
2341,Electronic,2,1000.0,2.0,28.88
2342,Electronic,2,1000.0,2.0,28.88
2343,Electronic,2,660.0,1.0,15.5
2344,Electronic,2,1000.0,2.0,28.88
2345,Electronic,2,1125.0,2.0,32.5
2346,Electronic,2,1165.0,2.0,33.64
2347,Electronic,2,919.0,2.0,34.0
2348,Electronic,2,1165.0,2.0,30.29
2349,Electronic,4,3550.0,2.0,167.5
2350,Electronic,2,1073.0,2.0,60.0
2351,Electronic,2,1031.0,2.0,53.0
2352,Electronic,3,1500.0,2.0,78.0
2353,Electronic,2,1070.0,2.0,47.0
2354,Electronic,3,1611.0,2.0,48.33
2355,Electronic,2,1065.0,2.0,30.88
2356,Electronic,2,1210.0,2.0,25.0
2357,Electronic,3,1220.0,3.0,36.6
2358,Electronic,2,1296.0,2.0,65.0
2359,Electronic,3,1549.0,3.0,80.0
2360,Electronic,2,1065.0,2.0,56.13
2361,Electronic,3,1320.0,2.0,38.13
2362,Electronic,2,1140.0,2.0,70.93
2363,Electronic,2,920.0,2.0,26.0
2364,Electronic,2,1140.0,2.0,33.84
2365,Electronic,2,1200.0,2.0,34.65
2366,Electronic,2,1096.0,2.0,40.55
2367,Electronic,2,1017.0,2.0,27.0
2368,Electronic,2,1130.0,2.0,32.63
2369,Electronic,2,1110.0,2.0,39.95
2370,Electronic,4,2093.0,4.0,104.0
2371,Electronic,2,1025.0,2.0,53.9
2372,Electronic,2,940.0,2.0,54.0
2373,Electronic,1,435.0,1.0,21.0
2374,Electronic,3,1500.0,2.0,77.5
2375,Electronic,3,1631.0,3.0,80.0
2376,Electronic,2,1219.0,2.0,61.26
2377,Electronic,2,1355.0,2.0,67.0
2378,Electronic,2,1200.0,2.0,34.0
2379,Electronic,2,1175.0,2.0,47.0
2380,Electronic,3,1252.0,2.0,65.0
2381,Electronic,1,435.0,1.0,22.0
2382,Electronic,2,1125.0,2.0,32.49
2383,Electronic,3,1310.0,2.0,37.83
2384,Electronic,3,1500.0,2.0,63.0
2385,Electronic,2,1039.0,2.0,50.0
2386,Electronic,2,770.0,1.0,39.9
2387,Electronic,2,1286.0,2.0,69.0
2388,Electronic,3,1220.0,2.0,36.21
2389,Electronic,2,1140.0,2.0,32.92
2390,Electronic,2,919.0,2.0,35.0
2391,Electronic,2,1116.0,2.0,40.0
2392,Electronic,3,1150.0,3.0,46.0
2393,Electronic,2,1128.0,2.0,64.0
2394,Electronic,1,605.0,1.0,13.31
2395,Electronic,3,1159.0,2.0,38.0
2396,Electronic,1,530.0,1.0,13.5
2397,Electronic,2,1070.0,2.0,53.0
2398,Electronic,2,1025.0,1.0,26.63
2399,Electronic,3,1192.0,2.0,47.0
2400,Electronic,3,1502.0,3.0,50.0
2401,Electronic,3,2400.0,2.0,78.0
2402,Electronic,3,1571.0,3.0,83.0
2403,Electronic,3,1470.0,2.0,44.1
2404,Electronic,3,1350.0,3.0,66.0
2405,Electronic,2,1020.0,2.0,32.0
2406,Electronic,4,1900.0,3.0,97.0
2407,Electronic,3,1652.0,3.0,110.0
2408,Electronic,2,1020.0,2.0,27.43
2409,Electronic,3,1320.0,2.0,38.12
2410,Electronic,2,950.0,2.0,33.0
2411,Electronic,2,1090.0,2.0,31.48
2412,Electronic,3,1050.0,2.0,39.0
2413,Electronic,2,1128.0,2.0,65.58
2414,Electronic,2,1025.0,2.0,26.65
2415,Electronic,1,635.0,1.0,28.0
2416,Electronic,2,1128.0,2.0,65.4
2417,Electronic,2,1096.0,2.0,39.0
2418,Electronic,2,1020.0,2.0,29.45
2419,Electronic,2,1000.0,2.0,28.88
2420,Electronic,2,1150.0,2.0,38.0
2421,Electronic,2,1355.0,2.0,72.9
2422,Electronic,2,1200.0,2.0,30.0
2423,Electronic,2,1150.0,2.0,35.0
2424,Electronic,2,1165.0,2.0,33.64
2425,Electronic,2,770.0,1.0,35.0
2426,Electronic,2,1020.0,2.0,29.45
2427,Electronic,2,865.0,2.0,40.0
2428,Electronic,3,1310.0,2.0,37.84
2429,Electronic,2,800.0,2.0,32.0
2430,Electronic,2,970.0,2.0,34.0
2431,Electronic,2,1108.0,2.0,63.0
2432,Electronic,2,1140.0,2.0,28.5
2433,Electronic,1,630.0,1.0,40.5
2434,Electronic,2,1100.0,2.0,41.0
2435,Electronic,2,975.0,2.0,32.0
2436,Electronic,1,605.0,1.0,22.0
2437,Electronic,2,1142.0,2.0,35.0
2438,Electronic,2,1070.0,2.0,48.0
2439,Electronic,2,1125.0,2.0,32.49
2440,Electronic,2,1200.0,2.0,34.65
2441,Electronic,2,1160.0,2.0,52.2
2442,Electronic,3,1160.0,2.0,42.0
2443,Electronic,2,1244.0,2.0,55.0
2444,Electronic,3,1360.0,2.0,70.0
2445,Electronic,1,635.0,1.0,28.0
2446,Electronic,2,1128.0,2.0,65.45
2447,Electronic,2,890.0,2.0,40.0
2448,Electronic,2,1065.0,2.0,30.75
2449,Electronic,2,1160.0,2.0,33.51
2450,Electronic,2,1127.0,2.0,32.0
2451,Electronic,2,825.0,2.0,35.0
2452,Electronic,2,1200.0,2.0,40.5
2453,Electronic,3,1220.0,3.0,35.25
2454,Electronic,3,1360.0,2.0,58.0
2455,Electronic,3,1400.0,2.0,40.45
2456,Electronic,3,1625.0,2.0,48.75
2457,Electronic,2,1065.0,2.0,30.76
2458,Electronic,3,1750.0,3.0,58.0
2459,Electronic,2,972.0,2.0,40.0
2460,Electronic,1,630.0,1.0,33.7
2461,Electronic,2,1025.0,2.0,29.61
2462,Electronic,3,1160.0,2.0,42.0
2463,Electronic,2,1160.0,2.0,33.51
2464,Electronic,3,1400.0,2.0,40.45
2465,Electronic,2,660.0,1.0,16.5
2466,Electronic,3,1400.0,3.0,90.0
2467,Electronic,2,1090.0,2.0,31.48
2468,Electronic,3,1287.0,3.0,55.0
2469,Electronic,2,1386.0,2.0,85.0
2470,Electronic,2,1140.0,2.0,32.92
2471,Electronic,1,550.0,1.0,27.0
2472,Electronic,2,1025.0,2.0,50.0
2473,Electronic,1,650.0,1.0,35.0
2474,Electronic,2,1140.0,2.0,33.84
2475,Electronic,2,1070.0,2.0,55.0
2476,Electronic,2,1155.0,2.0,57.0
2477,Electronic,3,1800.0,3.0,92.0
2478,Electronic,2,1342.0,2.0,72.0
2479,Electronic,3,1275.0,3.0,70.0
2480,Electronic,2,770.0,1.0,38.0
2481,Electronic,2,1200.0,2.0,34.65
2482,Electronic,2,1005.0,2.0,39.77
2483,Electronic,2,1110.0,2.0,39.9
2484,Electronic,2,660.0,1.0,23.0
2485,Electronic,3,1644.0,3.0,92.59
2486,Electronic,2,1250.0,2.0,62.0
2487,Electronic,2,1300.0,2.0,28.0
2488,Electronic,3,1940.0,4.0,116.0
2489,Electronic,2,1020.0,2.0,30.27
2490,Electronic,2,1025.0,2.0,29.6
2491,Electronic,1,418.0,1.0,12.0
2492,Electronic,2,1128.0,2.0,64.8
2493,Electronic,3,1220.0,2.0,35.25
2494,Electronic,3,1220.0,2.0,35.23
2495,Electronic,2,1060.0,2.0,55.0
2496,Electronic,2,1150.0,2.0,39.0
2497,Electronic,1,710.0,1.0,40.42
2498,Electronic,2,1000.0,2.0,29.95
2499,Electronic,2,870.0,2.0,24.0
2500,Electronic,2,1160.0,2.0,33.5
2501,Electronic,2,1025.0,2.0,29.6
2502,Electronic,3,1275.0,3.0,63.43
2503,Electronic,2,829.0,2.0,22.8
2504,Electronic,3,1518.0,3.0,75.0
2505,Electronic,1,1090.0,2.0,31.48
2506,Electronic,2,1140.0,2.0,32.92
2507,Electronic,4,2187.5,4.0,105.0
2508,Electronic,2,1252.0,2.0,67.0
2509,Electronic,2,1125.0,2.0,32.49
2510,Electronic,2,1060.0,2.0,55.0
2511,Electronic,2,1200.0,2.0,34.66
2512,Electronic,2,1353.0,2.0,75.0
2513,Electronic,2,660.0,1.0,18.0
2514,Electronic,2,1128.0,2.0,67.0
2515,Electronic,2,1070.0,2.0,57.0
2516,Electronic,3,1700.0,3.0,90.0
2517,Electronic,3,1320.0,2.0,38.12
2518,Electronic,3,1521.0,2.0,57.5
2519,Electronic,1,750.0,1.0,35.0
2520,Electronic,2,1125.0,2.0,32.63
2521,Electronic,2,1210.0,2.0,55.0
2522,Electronic,2,1140.0,2.0,34.0
2523,Electronic,3,1310.0,2.0,37.84
2524,Electronic,2,1070.0,2.0,60.0
2525,Electronic,3,1400.0,2.0,40.43
2526,Electronic,3,1400.0,2.0,40.44
2527,Electronic,2,1190.0,2.0,42.0
2528,Electronic,2,880.0,2.0,19.0
2529,Electronic,2,1150.0,2.0,38.08
2530,Electronic,3,1252.0,2.0,65.0
2531,Electronic,2,1135.0,2.0,46.0
2532,Electronic,3,1305.0,3.0,65.0
2533,Electronic,3,1615.0,3.0,97.0
2534,Electronic,2,1165.0,2.0,33.65
2535,Electronic,2,1165.0,2.0,33.64
2536,Electronic,3,1400.0,2.0,40.44
2537,Electronic,2,1221.0,2.0,68.0
2538,Electronic,2,970.0,2.0,35.0
2539,Electronic,3,1500.0,3.0,73.0
2540,Electronic,2,995.0,2.0,48.0
2541,Electronic,2,1342.0,2.0,90.0
2542,Electronic,3,1320.0,2.0,38.12
2543,Electronic,3,1336.0,2.0,50.35
2544,Electronic,3,1500.0,3.0,50.0
2545,Electronic,1,575.0,1.0,16.75
2546,Electronic,2,1128.0,2.0,63.5
2547,Electronic,1,589.0,1.0,29.0
2548,Electronic,2,1125.0,2.0,28.13
2549,Electronic,3,925.0,2.0,49.82
2550,Electronic,2,825.0,2.0,30.0
2551,Electronic,2,1065.0,2.0,30.76
2552,Electronic,2,1065.0,2.0,30.75
2553,Electronic,3,1575.0,3.0,94.5
2554,Electronic,2,1140.0,2.0,33.06
2555,Electronic,2,1070.0,2.0,48.0
2556,Electronic,2,1025.0,2.0,54.0
2557,Electronic,2,911.0,2.0,26.5
2558,Electronic,2,1200.0,2.0,34.65
2559,Electronic,2,1031.0,2.0,54.48
2560,Electronic,3,1500.0,2.0,70.0
2561,Electronic,3,1500.0,2.0,64.5
2562,Electronic,3,1310.0,2.0,37.83
2563,Electronic,2,1140.0,2.0,32.93
2564,Electronic,4,2093.0,4.0,134.0
2565,Electronic,2,750.0,2.0,19.5
2566,Electronic,2,1355.0,2.0,73.0
2567,Electronic,3,1360.0,2.0,64.99
2568,Electronic,3,1651.0,3.0,49.53
2569,Electronic,2,1060.0,2.0,52.0
2570,Electronics,2,1070.0,2.0,45.5
2571,Electronics,3,1475.0,3.0,78.29
2572,Electronics,3,1490.0,3.0,78.8
2573,Electronics,2,1113.27,2.0,53.0
2574,Electronics,3,1490.0,3.0,84.0
2575,Electronics,2,1175.0,2.0,51.47
2576,Electronics,2,1160.0,2.0,52.0
2577,Electronics,2,920.0,2.0,33.0
2578,Electronics,3,1750.0,3.0,84.0
2579,Electronics,3,1350.0,3.0,55.0
2580,Electronics,2,940.0,2.0,40.0
2581,Electronics,2,1015.0,2.0,56.0
2582,Electronics,3,1595.0,3.0,75.0
2583,Electronics,3,1515.0,2.0,80.91
2584,Electronics,2,995.0,2.0,46.0
2585,Electronics,3,1555.0,2.0,82.0
2586,Electronics,2,1340.0,2.0,75.0
2587,Electronics,3,1124.0,2.0,55.0
2588,Electronics,2,1175.0,2.0,57.0
2589,Electronics,1,755.0,1.0,42.41
2590,Electronics,1,580.0,1.0,27.0
2591,Electronics,2,940.0,2.0,49.0
2592,Electronics,2,1335.0,2.0,67.0
2593,Electronics,2,1113.12,2.0,55.0
2594,Electronics,2,995.0,2.0,42.0
2595,Electronics,3,1350.0,3.0,71.0
2596,Electronics,3,1445.0,2.0,56.0
2597,Electronics,2,995.0,2.0,49.8
2598,Electronics,1,635.0,1.0,26.0
2599,Electronics,2,1190.0,2.0,68.0
2600,Electronics,2,1085.0,2.0,46.0
2601,Electronics,3,1450.0,3.0,72.54
2602,Electronics,1,360.0,1.0,16.9
2603,Electronics,1,638.0,1.0,32.0
2604,Electronics,2,1175.0,2.0,64.98
2605,Electronics,1,585.0,1.0,21.0
2606,Electronics,2,1200.0,2.0,59.76
2607,Electronics,2,1145.0,2.0,54.0
2608,Electronics,2,1125.0,2.0,65.0
2609,Electronics,3,1522.5,2.0,60.75
2610,Electronics,3,1550.0,2.0,82.0
2611,Electronics,2,1175.0,2.0,50.0
2612,Electronics,2,865.0,2.0,40.0
2613,Electronics,3,1450.0,3.0,70.0
2614,Electronics,3,1450.0,2.0,63.51
2615,Electronics,3,1450.0,3.0,58.0
2616,Electronics,3,1800.0,3.0,93.0
2617,Electronics,2,1314.0,2.0,60.0
2618,Electronics,2,1170.0,2.0,62.0
2619,Electronics,3,1450.0,3.0,79.0
2620,Electronics,2,940.0,2.0,48.0
2621,Electronics,2,940.0,2.0,44.0
2622,Electronics,2,1300.0,2.0,67.0
2623,Electronics,2,1028.0,2.0,51.0
2624,Electronics,2,1080.0,2.0,46.0
2625,Electronics,2,1205.0,2.0,60.0
2626,Electronics,3,1900.0,3.0,85.0
2627,Electronics,2,1305.0,2.0,67.0
2628,Electronics,1,755.0,1.0,30.12
2629,Electronics,2,1175.0,2.0,60.0
2630,Frazer,3,1700.0,3.0,180.0
2631,Frazer,3,1305.0,3.0,95.45
2632,Frazer,3,1870.0,3.0,185.0
2633,Frazer,3,1750.0,3.0,150.0
2634,Frazer,4,4850.0,6.0,385.0
2635,Frazer,3,2000.0,3.0,200.0
2636,Frazer,3,3500.0,4.0,330.0
2637,Frazer,3,2350.0,4.0,285.0
2638,Frazer,2,1550.0,2.0,140.0
2639,Frazer,3,1900.0,4.0,145.0
2640,Frazer,3,2560.0,3.0,265.0
2641,Frazer,3,2400.0,3.0,260.0
2642,Frazer,3,2560.0,3.0,288.0
2643,Frazer,4,3436.0,5.0,341.0
2644,Frazer,4,4856.0,5.0,410.0
2645,Frazer,2,1315.0,2.0,140.0
2646,Frazer,3,1706.0,3.0,154.0
2647,Frazer,3,2079.0,3.0,220.0
2648,Frazer,4,3435.0,2.0,341.0
2649,Frazer,4,3436.0,5.0,345.0
2650,Frazer,3,3100.0,3.0,400.0
2651,Frazer,3,5400.0,3.0,400.0
2652,Frazer,2,1180.0,2.0,105.0
2653,Frazer,4,2900.0,4.0,325.0
2654,Frazer,3,1870.0,3.0,180.0
2655,Frazer,1,896.0,1.0,100.0
2656,Frazer,2,1420.0,2.0,120.0
2657,GM,3,1820.0,2.0,86.0
2658,GM,2,1225.0,2.0,47.0
2659,GM,2,1140.0,2.0,48.95
2660,GM,3,1315.0,2.0,65.0
2661,GM,3,1315.0,3.0,65.0
2662,GM,3,1315.0,3.0,64.0
2663,GM,3,1735.0,3.0,70.0
2664,GM,3,1643.0,2.0,70.0
2665,Ganga,1,600.0,1.0,38.0
2666,Ganga,2,845.0,2.0,55.0
2667,Ganga,3,1000.0,2.0,65.0
2668,Ganga,2,1112.0,2.0,68.0
2669,Ganga,2,998.0,2.0,65.0
2670,Ganga,2,1250.0,2.0,65.0
2671,Garudachar,3,1325.0,2.0,60.8
2672,Garudachar,2,1060.0,2.0,48.7
2673,Garudachar,2,1150.0,2.0,52.75
2674,Garudachar,3,1295.0,2.0,59.5
2675,Garudachar,3,1320.0,2.0,60.6
2676,Garudachar,3,1295.0,2.0,59.5
2677,Garudachar,2,1150.0,2.0,52.8
2678,Garudachar,2,1150.0,2.0,52.8
2679,Garudachar,2,1060.0,2.0,48.5
2680,Garudachar,2,1150.0,2.0,52.5
2681,Garudachar,3,1325.0,2.0,60.8
2682,Garudachar,2,1060.0,2.0,48.66
2683,Garudachar,2,1150.0,2.0,52.0
2684,Garudachar,2,1154.0,2.0,51.8
2685,Garudachar,3,1325.0,2.0,60.0
2686,Giri,4,2400.0,4.0,400.0
2687,Giri,3,1800.0,3.0,252.0
2688,Giri,3,1350.0,3.0,240.0
2689,Giri,4,2400.0,4.0,400.0
2690,Giri,6,3000.0,4.0,375.0
2691,Giri,6,2400.0,6.0,400.0
2692,Giri,4,4000.0,3.0,750.0
2693,Gollarapalya,2,861.0,2.0,34.5
2694,Gollarapalya,3,1408.0,3.0,62.0
2695,Gollarapalya,2,861.0,2.0,34.5
2696,Gollarapalya,3,1318.0,3.0,54.0
2697,Gollarapalya,2,861.0,2.0,36.5
2698,Gollarapalya,3,1320.0,3.0,60.0
2699,Gollarapalya,3,1345.0,3.0,60.0
2700,Gollarapalya,4,1905.0,3.0,86.0
2701,Gollarapalya,3,1318.0,3.0,56.0
2702,Gollarapalya,2,1129.0,2.0,50.0
2703,Gottigere,2,1100.0,2.0,40.0
2704,Gottigere,2,967.0,2.0,45.0
2705,Gottigere,3,1618.0,3.0,82.5
2706,Gottigere,2,1222.0,2.0,63.0
2707,Gottigere,3,1600.0,2.0,55.0
2708,Gottigere,3,1300.0,3.0,65.0
2709,Gottigere,2,950.0,2.0,38.0
2710,Gottigere,2,1153.0,2.0,48.5
2711,Gottigere,1,812.0,1.0,26.0
2712,Gottigere,4,2000.0,4.0,82.0
2713,Gottigere,3,1460.0,2.0,65.0
2714,Gottigere,3,1500.0,3.0,70.0
2715,Gottigere,3,1621.0,3.0,72.0
2716,Gottigere,1,812.0,1.0,26.0
2717,Gottigere,2,990.0,2.0,40.0
2718,Gottigere,2,1235.0,2.0,63.0
2719,Gottigere,3,1385.0,3.0,64.0
2720,Gottigere,2,1000.0,2.0,35.0
2721,Gottigere,2,1010.0,2.0,35.0
2722,Gottigere,3,1385.0,2.0,50.0
2723,Gottigere,3,1425.0,2.0,47.0
2724,Gottigere,3,1435.0,2.0,62.0
2725,Gottigere,2,945.0,2.0,45.0
2726,Gottigere,3,1400.0,2.0,50.0
2727,Gottigere,4,2500.0,3.0,120.0
2728,Gottigere,3,1230.0,2.0,52.0
2729,Gottigere,2,1120.0,2.0,50.0
2730,Gottigere,3,1500.0,3.0,63.0
2731,Gottigere,2,1200.0,2.0,40.0
2732,Gottigere,2,1280.0,2.0,61.0
2733,Gottigere,2,1205.0,2.0,56.58
2734,Gottigere,2,1170.0,2.0,40.0
2735,Gottigere,4,3000.0,3.0,132.0
2736,Gottigere,3,1613.0,3.0,72.0
2737,Gottigere,2,1110.0,2.0,36.25
2738,Gottigere,2,1245.0,2.0,59.0
2739,Gottigere,2,1200.0,2.0,50.0
2740,Green,2,1200.0,2.0,66.0
2741,Green,3,1670.0,3.0,120.0
2742,Green,4,3250.0,4.0,230.0
2743,Green,3,1776.42,3.0,105.0
2744,Green,4,3250.0,4.0,230.0
2745,Green,2,940.0,2.0,56.8
2746,Green,2,1075.0,2.0,60.0
2747,Green,3,1715.0,3.0,115.0
2748,Green,3,1751.0,2.0,115.0
2749,Green,3,1530.0,3.0,105.0
2750,Green,3,1752.0,3.0,105.0
2751,Green,3,1680.0,4.0,95.0
2752,Green,3,1728.0,3.0,125.0
2753,Green,3,1645.0,3.0,110.0
2754,Green,3,1517.0,3.0,100.0
2755,Green,2,1280.0,2.0,75.0
2756,Green,4,3150.0,4.0,218.0
2757,Green,4,3270.0,4.0,205.0
2758,Green,3,1750.0,3.0,120.0
2759,Green,3,1751.0,3.0,115.0
2760,Green,3,1750.0,3.0,105.0
2761,Green,3,1885.0,3.0,135.0
2762,Green,3,1715.0,3.0,120.0
2763,Green,3,1623.29,2.0,105.0
2764,Green,3,1715.0,3.0,115.0
2765,Green,3,1715.0,3.0,105.0
2766,Green,2,850.0,2.0,45.0
2767,Green,3,1600.0,3.0,105.0
2768,Green,3,1717.0,3.0,125.0
2769,Green,2,1250.0,2.0,75.0
2770,Green,3,1715.0,3.0,112.0
2771,Gubbalala,3,1470.0,2.0,82.0
2772,Gubbalala,3,1745.0,3.0,104.0
2773,Gubbalala,3,1745.0,3.0,115.0
2774,Gubbalala,3,1745.0,3.0,110.0
2775,Gubbalala,3,1650.0,3.0,71.0
2776,Gubbalala,5,2570.0,4.0,141.0
2777,Gubbalala,2,1205.0,2.0,70.0
2778,Gubbalala,3,1435.0,2.0,80.0
2779,Gubbalala,2,1475.0,2.0,80.0
2780,Gubbalala,4,2000.0,4.0,85.0
2781,Gubbalala,2,1100.0,2.0,49.5
2782,Gubbalala,2,1060.0,2.0,46.0
2783,Gubbalala,3,2000.0,3.0,125.0
2784,Gubbalala,4,4000.0,5.0,195.0
2785,Gunjur,2,1140.0,2.0,43.0
2786,Gunjur,3,1356.0,2.0,66.0
2787,Gunjur,3,1600.0,3.0,75.0
2788,Gunjur,2,1050.0,2.0,43.0
2789,Gunjur,2,674.0,1.0,19.9
2790,Gunjur,4,2000.0,3.0,95.0
2791,Gunjur,2,1140.0,2.0,49.11
2792,Gunjur,3,1033.0,2.0,32.0
2793,Gunjur,2,1195.0,2.0,44.0
2794,Gunjur,2,1190.0,2.0,40.0
2795,Gunjur,2,1457.0,2.0,60.0
2796,Gunjur,2,1080.0,2.0,41.0
2797,Gunjur,2,830.0,2.0,40.0
2798,Gunjur,2,900.0,2.0,27.0
2799,Gunjur,3,2132.0,3.0,80.0
2800,Gunjur,3,1800.0,3.0,70.0
2801,Gunjur,2,1175.0,2.0,43.48
2802,Gunjur,3,1362.0,3.0,62.63
2803,Gunjur,2,1071.0,2.0,51.0
2804,Gunjur,2,1063.0,2.0,40.0
2805,Gunjur,2,849.0,2.0,25.4
2806,Gunjur,2,1235.0,2.0,52.76
2807,Gunjur,3,1400.0,3.0,45.0
2808,Gunjur,3,1426.0,2.0,71.0
2809,Gunjur,2,993.0,2.0,42.0
2810,Gunjur,3,1362.0,3.0,62.63
2811,Gunjur,2,1235.0,2.0,52.76
2812,Gunjur,3,1362.0,3.0,62.63
2813,Gunjur,3,1588.0,2.0,90.0
2814,Gunjur,2,1235.0,2.0,44.5
2815,Gunjur,2,1457.0,2.0,60.0
2816,HAL,3,1865.0,3.0,350.0
2817,HAL,2,1226.0,3.0,135.0
2818,HAL,3,1490.0,2.0,300.0
2819,HAL,3,2100.0,3.0,252.0
2820,HAL,2,600.0,3.0,145.0
2821,HAL,3,2700.0,3.0,500.0
2822,HAL,5,2040.0,4.0,500.0
2823,HBR,3,2800.0,2.0,200.0
2824,HBR,3,1722.0,3.0,95.0
2825,HBR,4,1200.0,4.0,120.0
2826,HBR,2,1200.0,2.0,60.0
2827,HBR,2,1004.0,2.0,49.0
2828,HBR,3,1783.0,3.0,125.0
2829,HBR,3,1656.0,3.0,90.0
2830,HBR,2,1089.0,2.0,60.0
2831,HBR,3,1700.0,3.0,110.0
2832,HBR,2,1198.0,2.0,65.0
2833,HBR,4,1200.0,4.0,115.0
2834,HBR,2,1200.0,2.0,120.0
2835,HBR,3,1832.0,3.0,160.0
2836,HRBR,2,1374.0,2.0,95.0
2837,HRBR,2,1440.0,2.0,98.0
2838,HRBR,3,1567.0,3.0,90.0
2839,HRBR,3,2800.0,3.0,250.0
2840,HRBR,2,1210.0,2.0,75.0
2841,HRBR,2,1265.0,2.0,78.0
2842,HRBR,2,1170.0,2.0,75.0
2843,HRBR,3,1335.0,2.0,87.0
2844,HRBR,4,1900.0,3.0,90.0
2845,HRBR,3,1625.0,3.0,120.0
2846,HRBR,2,1301.0,2.0,120.0
2847,HRBR,2,1145.0,2.0,68.5
2848,HRBR,2,1300.0,2.0,90.0
2849,HSR,3,1400.0,3.0,56.0
2850,HSR,2,1372.0,2.0,68.0
2851,HSR,3,1430.0,2.0,65.0
2852,HSR,3,1475.0,3.0,75.0
2853,HSR,2,1467.0,2.0,55.0
2854,HSR,2,1140.0,2.0,46.0
2855,HSR,2,1372.0,2.0,61.0
2856,HSR,3,1750.0,3.0,95.0
2857,HSR,3,2424.0,3.0,90.0
2858,HSR,2,1027.0,2.0,44.0
2859,HSR,3,1650.0,3.0,110.0
2860,HSR,2,1140.0,2.0,46.0
2861,HSR,2,1372.0,2.0,61.0
2862,HSR,2,1140.0,2.0,46.0
2863,HSR,2,1185.0,2.0,60.0
2864,HSR,2,1127.0,2.0,68.0
2865,HSR,3,1600.0,2.0,115.0
2866,HSR,2,1145.0,2.0,48.0
2867,HSR,2,1009.0,2.0,56.0
2868,HSR,2,1300.0,2.0,98.0
2869,HSR,3,2400.0,3.0,88.0
2870,HSR,2,1140.0,2.0,46.0
2871,HSR,2,1126.0,2.0,69.0
2872,HSR,3,1360.0,2.0,53.0
2873,HSR,2,1140.0,2.0,46.0
2874,HSR,2,1145.0,2.0,46.0
2875,HSR,2,1142.0,2.0,65.0
2876,HSR,2,1145.0,2.0,46.0
2877,HSR,3,1844.0,3.0,95.0
2878,HSR,2,1203.0,2.0,72.0
2879,HSR,2,1140.0,2.0,46.0
2880,HSR,5,4200.0,5.0,245.0
2881,HSR,2,1140.0,2.0,46.0
2882,HSR,2,1145.0,2.0,46.0
2883,HSR,2,1009.0,2.0,56.0
2884,HSR,2,1145.0,2.0,46.0
2885,HSR,2,1100.0,2.0,44.0
2886,HSR,2,1203.0,2.0,60.0
2887,HSR,2,1120.0,2.0,70.0
2888,HSR,2,1140.0,2.0,46.0
2889,HSR,2,1289.0,2.0,70.0
2890,HSR,3,1844.0,3.0,89.0
2891,HSR,2,1203.0,2.0,60.0
2892,HSR,2,1140.0,2.0,46.0
2893,Haralur,2,1240.0,2.0,70.0
2894,Haralur,2,1027.0,2.0,44.0
2895,Haralur,3,1464.0,3.0,56.0
2896,Haralur,4,2650.0,4.0,198.0
2897,Haralur,4,2805.0,5.0,154.0
2898,Haralur,2,1194.0,2.0,47.0
2899,Haralur,2,1202.0,2.0,53.0
2900,Haralur,2,1056.0,2.0,61.0
2901,Haralur,3,1464.0,3.0,56.0
2902,Haralur,3,1810.0,3.0,100.0
2903,Haralur,2,1194.0,2.0,46.0
2904,Haralur,4,2805.0,4.0,154.0
2905,Haralur,2,1225.0,2.0,67.38
2906,Haralur,2,1243.0,2.0,46.0
2907,Haralur,2,1027.0,2.0,44.0
2908,Haralur,3,1920.0,3.0,115.0
2909,Haralur,3,1875.0,3.0,110.0
2910,Haralur,2,1194.0,2.0,47.0
2911,Haralur,2,1140.0,2.0,43.0
2912,Haralur,2,1027.0,2.0,44.0
2913,Haralur,2,1194.0,2.0,46.0
2914,Haralur,3,2017.0,3.0,125.0
2915,Haralur,2,1140.0,2.0,43.0
2916,Haralur,3,1875.0,3.0,110.0
2917,Haralur,2,1092.0,2.0,44.0
2918,Haralur,3,2475.0,4.0,130.0
2919,Haralur,2,1300.0,2.0,73.0
2920,Haralur,2,1194.0,2.0,47.0
